,0
3756,CXDC
3757,CXE
3758,CXH
3759,CXM
3760,CXP
3761,CXW
3762,CYAD
3763,CYAN
3764,CYCC
3765,CYD
3766,CYH
3767,CYRN
3768,CYT
3769,CYTH
3770,CYTK
3771,CZWI
3772,DAIO
3773,DAKT
3774,DAO
3775,DB
3776,DBA
3777,DBB
3778,DBC
3779,DBD
3780,DBDR
3781,DBDRU
3782,DBE
3783,DBI
3784,DBL
3785,DBRG
3786,DBVT
3787,DCF
3788,DCRB
3789,DCRBU
3790,DCRC
3791,DCRN
3792,DCRNU
3793,DCTH
3794,DDG
3795,DEH
3796,DENN
3797,DFNS
3798,DFNS.U
3799,DFPH
3800,DFVS
3801,DGICA
3802,DGII
3803,DGLY
3804,DGNR
3805,DGNS
3806,DGNU
3807,DHC
3808,DHF
3809,DHHC
3810,DHHCU
3811,DHY
3812,DIAX
3813,DISA
3814,DKDCA
3815,DLCAU
3816,DMO
3817,DMYQ
3818,DNP
3819,LYRA
3820,DOYU
3821,DPW
3822,DRIO
3823,DSM
3824,DSU
3825,DTF
3826,DTSS
3827,DTST
3828,DUNE
3829,DUO
3830,DUOT
3831,DVAX
3832,DWIN
3833,DWSH
3834,DX
3835,EAD
3836,EARN
3837,EARS
3838,EBAC
3839,EDD
3840,EDI
3841,EDN
3842,EDOC
3843,EEA
3844,EEX
3845,EFL
3846,EFU
3847,EFZ
3848,EGAN
3849,EGGF.U
3850,EGLX
3851,EGY
3852,EHI
3853,EIGR
3854,EIM
3855,ELEV
3856,ELMD
3857,ELMS
3858,ELP
3859,ELSE
3860,ELTK
3861,EM
3862,EMAG
3863,EMD
3864,EMF
3865,ENLV
3866,ENNVU
3867,ENOB
3868,ENSC
3869,ENVB
3870,ENZ
3871,EOCW.U
3872,EOSE
3873,EPHY
3874,ERII
3875,ETAC
3876,ETJ
3877,ETNB
3878,ETWO
3879,ETY
3880,EVGO
3881,EVM
3882,EVY
3883,EWEB
3884,EXD
3885,EXEL
3886,FAT
3887,FCAX.U
3888,LYTS
3889,FCEL
3890,FCG
3891,FCO
3892,FCRD
3893,FDEU
3894,FDUS
3895,FEIM
3896,FEO
3897,FF
3898,FICVU
3899,FIXX
3900,FLDM
3901,FLMN
3902,FLXN
3903,FMBI
3904,GAIN
3905,GAME
3906,GAPA
3907,GAZ
3908,GBNH
3909,GBOX
3910,GBRGR
3911,GCI
3912,GGB
3913,GGGVU
3914,GGMCU
3915,GGPI
3916,GHAC
3917,GHG
3918,GHRS
3919,GHSI
3920,GHVI
3921,GNE
3922,GNL
3923,GNPX
3924,GNT
3925,GOAC
3926,GOEV
3927,GOTU
3928,GPCOU
3929,GPMT
3930,GRN
3931,GRNVR
3932,GROW
3933,GRU
3934,GSAH.U
3935,GSMG
3936,GSQD.U
3937,GTEC
3938,HAAC
3939,HBIO
3940,HEXO
3941,HGEN
3942,HIIIU
3943,HIMS
3944,HL
3945,HNP
3946,HNRG
3947,HOWL
3948,HPX
3949,HPX.U
3950,HROW
3951,HRTG
3952,HTGC
3953,HTLD
3954,HTOO
3955,HTPA
3956,HTY
3957,HUGE
3958,HUGS.U
3959,HUIZ
3960,HUSA
3961,HUSN
3962,HUT
3963,HUYA
3964,HVBT
3965,HX
3966,HYAC
3967,HYACU
3968,IBEX
3969,INTZ
3970,INUV
3971,INVO
3972,INVZ
3973,IPDN
3974,IPOD
3975,IPOD.U
3976,IPOF
3977,IPVA
3978,IPVF
3979,IPVI
3980,IPW
3981,IQ
3982,IQI
3983,IRIX
3984,IRL
3985,IRS
3986,IRWD
3987,IS
3988,ISAA
3989,ISIG
3990,ISOS.U
3991,ISPC
3992,ITAC
3993,ITACU
3994,ITCB
3995,ITI
3996,JCIC
3997,JCS
3998,JMM
3999,JNCE
4000,JOAN
4001,JOF
4002,JOFF
4003,JP
4004,JPC
4005,JQC
4006,JRJC
4007,JRO
4008,JRSH
4009,JSD
4010,JSTC
4011,JT
4012,JTA
4013,JTD
4014,JUGGU
4015,JUPW
4016,JVA
4017,JWEL
4018,JWSM.U
4019,JYAC
4020,JZXN
4021,KAHC
4022,KAIIU
4023,KBAL
4024,KLR
4025,KOPN
4026,KOR
4027,KOS
4028,KPTI
4029,KRKR
4030,KRMD
4031,KRNLU
4032,KRO
4033,KRP
4034,KSI
4035,KSM
4036,KTCC
4037,KTF
4038,KTRA
4039,KULR
4040,KVHI
4041,KVSA
4042,KVSC
4043,KWAC
4044,KXIN
4045,KZIA
4046,LAZR
4047,LBC
4048,LBRT
4049,LCA
4050,LCAAU
4051,LCAP
4052,LCAPU
4053,LCI
4054,LCY
4055,LCYAU
4056,LDHAU
4057,LEAP
4058,LEAP.U
4059,LEGAU
4060,LEGOU
4061,LEO
4062,AEHR
4063,AINC
4064,CLBR
4065,ENFAU
4066,FRXB
4067,LFC
4068,LFTR
4069,LGF.A
4070,LGF.B
4071,LIVX
4072,LIZI
4073,LJAQ
4074,LJAQU
4075,LJPC
4076,LL
4077,LLNW
4078,LMACA
4079,LMACU
4080,LMAO
4081,LMAOU
4082,LMB
4083,LMFA
4084,LMNR
4085,LMPX
4086,LMRK
4087,LMST
4088,LND
4089,LNDC
4090,LNFA
4091,LNSR
4092,LOAN
4093,LOCO
4094,LOGC
4095,LOKB
4096,LOKM
4097,LOMA
4098,LOOP
4099,MJXL
4100,ZHDG
